pitch,yaw,tick,steamid,kill_event_id,segment_number,segment_id
6.3603973,115.23181,40026,76561199780519055,0,1,0_1
6.3603973,115.79797,40027,76561199780519055,0,1,0_1
6.2937927,116.3974,40028,76561199780519055,0,1,0_1
6.227188,117.130066,40029,76561199780519055,0,1,0_1
6.1605835,117.895996,40030,76561199780519055,0,1,0_1
6.1605835,118.3952,40031,76561199780519055,0,1,0_1
6.127289,118.828125,40032,76561199780519055,0,1,0_1
6.093979,119.39426,40033,76561199780519055,0,1,0_1
5.9940796,120.59314,40034,76561199780519055,0,1,0_1
5.894165,121.459015,40035,76561199780519055,0,1,0_1
5.7942505,122.59128,40036,76561199780519055,0,1,0_1
5.6610413,123.956665,40037,76561199780519055,0,1,0_1
5.561142,126.354095,40038,76561199780519055,0,1,0_1
5.4945374,128.05252,40039,76561199780519055,0,1,0_1
5.394623,130.31674,40040,76561199780519055,0,1,0_1
5.361328,132.64789,40041,76561199780519055,0,1,0_1
5.3280334,134.87915,40042,76561199780519055,0,1,0_1
5.361328,136.87695,40043,76561199780519055,0,1,0_1
5.361328,137.94263,40044,76561199780519055,0,1,0_1
5.2614136,139.57443,40045,76561199780519055,0,1,0_1
5.028305,140.57349,40046,76561199780519055,0,1,0_1
4.828491,140.70673,40047,76561199780519055,0,1,0_1
4.7285767,140.40698,40048,76561199780519055,0,1,0_1
4.7285767,140.40698,40049,76561199780519055,0,1,0_1
4.7285767,140.40698,40050,76561199780519055,0,1,0_1
4.7285767,140.40698,40051,76561199780519055,0,1,0_1
4.7285767,140.40698,40052,76561199780519055,0,1,0_1
4.7285767,140.40698,40053,76561199780519055,0,1,0_1
4.7285767,140.40698,40054,76561199780519055,0,1,0_1
4.7285767,140.40698,40055,76561199780519055,0,1,0_1
4.7285767,140.40698,40056,76561199780519055,0,1,0_1
4.7285767,140.40698,40057,76561199780519055,0,1,0_1
4.7285767,140.40698,40058,76561199780519055,0,2,0_2
4.7285767,140.40698,40059,76561199780519055,0,2,0_2
4.7285767,140.40698,40060,76561199780519055,0,2,0_2
4.7285767,140.40698,40061,76561199780519055,0,2,0_2
4.7285767,140.40698,40062,76561199780519055,0,2,0_2
4.7285767,140.40698,40063,76561199780519055,0,2,0_2
4.7285767,140.40698,40064,76561199780519055,0,2,0_2
4.7285767,140.40698,40065,76561199780519055,0,2,0_2
4.7285767,140.40698,40066,76561199780519055,0,2,0_2
4.6286774,140.3404,40067,76561199780519055,0,2,0_2
4.5620728,140.3404,40068,76561199780519055,0,2,0_2
4.495468,140.54019,40069,76561199780519055,0,2,0_2
4.4288635,140.6401,40070,76561199780519055,0,2,0_2
4.362259,140.6401,40071,76561199780519055,0,2,0_2
4.2956543,140.54019,40072,76561199780519055,0,2,0_2
4.2956543,140.37369,40073,76561199780519055,0,2,0_2
4.2956543,140.20718,40074,76561199780519055,0,2,0_2
4.362259,139.80756,40075,76561199780519055,0,2,0_2
4.4288635,139.44122,40076,76561199780519055,0,2,0_2
4.462158,139.10822,40077,76561199780519055,0,2,0_2
4.462158,138.90839,40078,76561199780519055,0,2,0_2
4.462158,138.77518,40079,76561199780519055,0,2,0_2
4.462158,138.74188,40080,76561199780519055,0,2,0_2
4.462158,138.70856,40081,76561199780519055,0,2,0_2
4.462158,138.57538,40082,76561199780519055,0,2,0_2
4.462158,138.37555,40083,76561199780519055,0,2,0_2
4.462158,138.20905,40084,76561199780519055,0,2,0_2
4.462158,137.97592,40085,76561199780519055,0,2,0_2
4.4288635,137.7095,40086,76561199780519055,0,2,0_2
4.395569,137.44342,40087,76561199780519055,0,2,0_2
4.362259,137.21033,40088,76561199780519055,0,2,0_2
4.362259,137.11041,40089,76561199780519055,0,2,0_2
4.328949,136.9772,40090,76561199780519055,0,3,0_3
4.2956543,136.87729,40091,76561199780519055,0,3,0_3
4.2956543,136.77737,40092,76561199780519055,0,3,0_3
4.2623596,136.71078,40093,76561199780519055,0,3,0_3
4.2290497,136.61087,40094,76561199780519055,0,3,0_3
4.1957397,136.54425,40095,76561199780519055,0,3,0_3
4.162445,136.51096,40096,76561199780519055,0,3,0_3
4.1291504,136.44437,40097,76561199780519055,0,3,0_3
4.0958405,136.41107,40098,76561199780519055,0,3,0_3
4.0625305,136.37775,40099,76561199780519055,0,3,0_3
4.029236,136.37775,40100,76561199780519055,0,3,0_3
4.029236,136.37775,40101,76561199780519055,0,3,0_3
4.029236,136.37775,40102,76561199780519055,0,3,0_3
4.029236,136.37775,40103,76561199780519055,0,3,0_3
4.029236,136.37775,40104,76561199780519055,0,3,0_3
4.029236,136.37775,40105,76561199780519055,0,3,0_3
3.9959412,136.37775,40106,76561199780519055,0,3,0_3
3.9959412,136.37775,40107,76561199780519055,0,3,0_3
3.9626312,136.37775,40108,76561199780519055,0,3,0_3
3.9626312,136.37775,40109,76561199780519055,0,3,0_3
3.9293213,136.37775,40110,76561199780519055,0,3,0_3
3.9293213,136.37775,40111,76561199780519055,0,3,0_3
3.8960266,136.37775,40112,76561199780519055,0,3,0_3
3.862732,136.37775,40113,76561199780519055,0,3,0_3
3.829422,136.44437,40114,76561199780519055,0,3,0_3
3.829422,136.51096,40115,76561199780519055,0,3,0_3
3.796112,136.57758,40116,76561199780519055,0,3,0_3
3.7628174,136.71078,40117,76561199780519055,0,3,0_3
3.7628174,136.77737,40118,76561199780519055,0,3,0_3
3.6962128,137.0438,40119,76561199780519055,0,3,0_3
3.6629028,137.41013,40120,76561199780519055,0,3,0_3
3.5963135,137.94296,40121,76561199780519055,0,3,0_3
3.4631042,138.70856,40122,76561199780519055,0,4,0_4
3.329895,139.64105,40123,76561199780519055,0,4,0_4
3.2299805,140.54019,40124,76561199780519055,0,4,0_4
3.1633759,141.00644,40125,76561199780519055,0,4,0_4
3.0301666,142.10541,40126,76561199780519055,0,4,0_4
2.930603,143.271,40127,76561199780519055,0,4,0_4
2.8306885,144.36963,40128,76561199780519055,0,4,0_4
2.7307892,145.6018,40129,76561199780519055,0,4,0_4
2.63089,146.80069,40130,76561199780519055,0,4,0_4
2.59758,147.43344,40131,76561199780519055,0,4,0_4
2.5309753,148.69891,40132,76561199780519055,0,4,0_4
2.4643707,149.79755,40133,76561199780519055,0,4,0_4
2.4310608,150.397,40134,76561199780519055,0,4,0_4
2.3311615,151.49597,40135,76561199780519055,0,4,0_4
2.2312622,152.56165,40136,76561199780519055,0,4,0_4
2.1979523,153.5274,40137,76561199780519055,0,4,0_4
2.1646423,154.39328,40138,76561199780519055,0,4,0_4
2.1646423,155.12558,40139,76561199780519055,0,4,0_4
2.098053,155.5585,40140,76561199780519055,0,4,0_4
1.9981384,156.29117,40141,76561199780519055,0,4,0_4
1.9315338,156.8906,40142,76561199780519055,0,4,0_4
1.8316345,157.52335,40143,76561199780519055,0,4,0_4
1.7983246,157.85638,40144,76561199780519055,0,4,0_4
1.7650146,158.55573,40145,76561199780519055,0,4,0_4
1.6984253,159.22177,40146,76561199780519055,0,4,0_4
1.5985107,159.88782,40147,76561199780519055,0,4,0_4
1.5319061,160.55353,40148,76561199780519055,0,4,0_4
1.4320068,161.21954,40149,76561199780519055,0,4,0_4
1.365387,161.55258,40150,76561199780519055,0,4,0_4
1.2987976,162.15204,40151,76561199780519055,0,4,0_4
1.2321777,162.58496,40152,76561199780519055,0,4,0_4
1.1655884,163.05118,40153,76561199780519055,0,4,0_4
1.1322784,163.61731,40154,76561199780519055,0,5,0_5
1.0656738,164.28339,40155,76561199780519055,0,5,0_5
1.0323792,164.6164,40156,76561199780519055,0,5,0_5
1.0323792,165.31573,40157,76561199780519055,0,5,0_5
0.9990692,165.91519,40158,76561199780519055,0,5,0_5
1.0323792,166.58087,40159,76561199780519055,0,5,0_5
1.0323792,166.91391,40160,76561199780519055,0,5,0_5
1.0656738,167.44675,40161,76561199780519055,0,5,0_5
1.0989685,167.94629,40162,76561199780519055,0,5,0_5
1.0989685,168.2127,40163,76561199780519055,0,5,0_5
1.1322784,168.64563,40164,76561199780519055,0,5,0_5
1.1322784,168.91205,40165,76561199780519055,0,5,0_5
1.1322784,169.04526,40166,76561199780519055,0,5,0_5
1.1655884,169.24506,40167,76561199780519055,0,5,0_5
1.1655884,169.41159,40168,76561199780519055,0,5,0_5
1.198883,169.51147,40169,76561199780519055,0,5,0_5
1.198883,169.81122,40170,76561199780519055,0,5,0_5
1.2321777,170.14423,40171,76561199780519055,0,5,0_5
1.2321777,170.47726,40172,76561199780519055,0,5,0_5
1.2321777,170.64377,40173,76561199780519055,0,5,0_5
1.2321777,171.0434,40174,76561199780519055,0,5,0_5
1.2321777,171.3764,40175,76561199780519055,0,5,0_5
1.2321777,171.54294,40176,76561199780519055,0,5,0_5
1.2321777,171.77606,40177,76561199780519055,0,5,0_5
1.198883,171.87595,40178,76561199780519055,0,5,0_5
1.198883,172.04248,40179,76561199780519055,0,5,0_5
1.198883,172.24194,40180,76561199780519055,0,5,0_5
1.198883,172.57495,40181,76561199780519055,0,5,0_5
1.1655884,172.74146,40182,76561199780519055,0,5,0_5
1.1655884,173.14111,40183,76561199780519055,0,5,0_5
1.1655884,173.34091,40184,76561199780519055,0,5,0_5
1.1322784,173.74054,40185,76561199780519055,0,5,0_5
1.1322784,174.07355,40186,76561199780519055,0,6,0_6
1.1322784,174.24008,40187,76561199780519055,0,6,0_6
1.1322784,174.33997,40188,76561199780519055,0,6,0_6
1.1322784,174.5398,40189,76561199780519055,0,6,0_6
1.0989685,174.73962,40190,76561199780519055,0,6,0_6
1.0989685,174.90613,40191,76561199780519055,0,6,0_6
1.0989685,175.27246,40192,76561199780519055,0,6,0_6
1.0989685,175.50555,40193,76561199780519055,0,6,0_6
1.0989685,175.87189,40194,76561199780519055,0,6,0_6
1.0989685,176.10501,40195,76561199780519055,0,6,0_6
1.0989685,176.53793,40196,76561199780519055,0,6,0_6
1.1322784,176.73773,40197,76561199780519055,0,6,0_6
1.1322784,177.27057,40198,76561199780519055,0,6,0_6
1.1322784,177.56995,40199,76561199780519055,0,6,0_6
1.1322784,178.1694,40200,76561199780519055,0,6,0_6
1.1322784,178.50244,40201,76561199780519055,0,6,0_6
1.1322784,179.06857,40202,76561199780519055,0,6,0_6
1.1322784,179.3017,40203,76561199780519055,0,6,0_6
1.1322784,179.60141,40204,76561199780519055,0,6,0_6
1.1322784,179.7013,40205,76561199780519055,0,6,0_6
1.1322784,179.86783,40206,76561199780519055,0,6,0_6
1.1322784,179.90112,40207,76561199780519055,0,6,0_6
1.1655884,-179.79916,40208,76561199780519055,0,6,0_6
1.1655884,-179.43283,40209,76561199780519055,0,6,0_6
1.1655884,-179.1997,40210,76561199780519055,0,6,0_6
1.1655884,-179.0332,40211,76561199780519055,0,6,0_6
1.1655884,-178.46707,40212,76561199780519055,0,6,0_6
1.1655884,-178.26724,40213,76561199780519055,0,6,0_6
1.1655884,-177.70111,40214,76561199780519055,0,6,0_6
1.1655884,-177.46799,40215,76561199780519055,0,6,0_6
1.198883,-176.8689,40216,76561199780519055,0,6,0_6
1.198883,-176.63577,40217,76561199780519055,0,6,0_6
1.2321777,-176.06964,40218,76561199780519055,0,7,0_7
1.2321777,-175.63672,40219,76561199780519055,0,7,0_7
1.2321777,-175.4036,40220,76561199780519055,0,7,0_7
1.2654877,-175.00397,40221,76561199780519055,0,7,0_7
1.2654877,-174.70425,40222,76561199780519055,0,7,0_7
1.2654877,-174.53773,40223,76561199780519055,0,7,0_7
1.2987976,-174.20471,40224,76561199780519055,0,7,0_7
1.2987976,-174.03821,40225,76561199780519055,0,7,0_7
1.2987976,-173.50537,40226,76561199780519055,0,7,0_7
1.2987976,-173.03912,40227,76561199780519055,0,7,0_7
1.2654877,-172.73941,40228,76561199780519055,0,7,0_7
1.2654877,-172.30649,40229,76561199780519055,0,7,0_7
1.2654877,-172.13997,40230,76561199780519055,0,7,0_7
1.2654877,-171.94016,40231,76561199780519055,0,7,0_7
1.2654877,-171.94016,40232,76561199780519055,0,7,0_7
1.2987976,-171.97345,40233,76561199780519055,0,7,0_7
1.2987976,-172.13997,40234,76561199780519055,0,7,0_7
1.2987976,-172.27318,40235,76561199780519055,0,7,0_7
1.2987976,-172.70612,40236,76561199780519055,0,7,0_7
1.2654877,-172.90591,40237,76561199780519055,0,7,0_7
1.2321777,-172.97253,40238,76561199780519055,0,7,0_7
1.2321777,-173.40546,40239,76561199780519055,0,7,0_7
1.2321777,-173.87169,40240,76561199780519055,0,7,0_7
1.2321777,-174.03821,40241,76561199780519055,0,7,0_7
1.2321777,-174.1048,40242,76561199780519055,0,7,0_7
1.2321777,-174.1048,40243,76561199780519055,0,7,0_7
1.2321777,-174.30463,40244,76561199780519055,0,7,0_7
1.3320923,-174.57104,40245,76561199780519055,0,7,0_7
1.3986969,-174.87076,40246,76561199780519055,0,7,0_7
1.4985962,-175.43689,40247,76561199780519055,0,7,0_7
1.5319061,-175.5701,40248,76561199780519055,0,7,0_7
1.4985962,-175.5701,40249,76561199780519055,0,7,0_7
1.4653015,-175.63672,40250,76561199780519055,0,8,0_8
1.4985962,-175.86983,40251,76561199780519055,0,8,0_8
1.5652161,-176.13625,40252,76561199780519055,0,8,0_8
